idade,tempo_associado_anos,renda_mensal,valor_operacao,prazo_meses,comprometimento_renda,score_bureau,atrasos_12m,possui_garantia,canal_digital,qtd_operacoes_ativas,risco_alto
33.3,5.6,2838.96,6048.96,17,0.118,776.0,1,1,0,1,0
31.8,8.44,3717.97,6932.46,29,0.062,512.0,0,1,1,2,0
47.5,3.44,2483.88,54196.76,70,0.307,644.0,0,1,0,4,1
53.9,1.31,1400.0,1555.19,21,0.05,581.0,0,1,1,4,0
42.5,9.67,5512.99,12726.97,17,0.128,503.0,0,0,0,4,0
26.6,13.8,1400.0,6451.03,8,0.512,642.0,1,1,0,0,0
25.7,9.82,2428.1,4552.4,35,0.052,858.0,0,1,0,4,0
24.9,0.73,3196.98,6310.13,53,0.037,548.0,1,0,1,3,0
20.8,7.86,3739.73,14774.21,27,0.141,635.0,0,1,1,1,0
43.3,5.14,2209.32,15553.97,44,0.156,493.0,0,1,1,0,0
55.5,2.77,1400.0,9579.83,24,0.274,475.0,2,1,1,3,0
41.8,0.63,2120.48,21665.3,68,0.148,556.0,1,0,1,3,0
18.0,5.96,2182.41,25385.91,8,1.292,596.0,0,1,1,2,1
39.7,5.4,2153.39,16894.41,21,0.357,601.0,0,0,1,1,0
40.0,1.35,5616.88,4956.36,50,0.017,623.0,1,1,1,3,0
67.2,2.43,1690.06,12644.75,71,0.104,452.0,0,0,1,9,1
24.5,0.88,3887.57,12699.03,37,0.086,575.0,0,1,1,1,0
37.3,13.29,3594.15,3889.09,11,0.09,710.0,0,0,0,4,0
62.5,3.28,5587.29,1973.38,49,0.01,487.0,0,1,1,8,0
47.4,4.69,3061.86,1312.25,27,0.015,607.0,0,0,0,0,0
48.8,4.23,5090.45,8628.88,29,0.057,685.0,1,1,1,1,0
43.4,7.77,2996.74,10596.04,77,0.045,556.0,0,1,0,1,0
46.0,5.26,4183.55,2797.26,79,0.01,691.0,1,0,1,2,0
51.3,1.49,1441.42,20773.41,26,0.534,467.0,0,1,1,1,1
32.3,3.13,1400.0,9292.81,52,0.125,757.0,2,1,0,0,0
52.5,1.86,4054.78,27296.32,48,0.137,694.0,0,0,1,6,0
25.5,2.92,4176.17,11310.45,80,0.033,657.0,0,0,1,2,1
45.9,5.47,4279.22,3103.54,79,0.01,785.0,0,0,1,3,0
44.1,3.29,2468.31,12239.86,33,0.146,610.0,1,0,0,2,1
34.6,4.6,7475.21,14810.62,7,0.248,576.0,0,0,0,1,0
41.7,0.92,2558.22,4949.98,6,0.276,815.0,0,0,1,2,0
34.5,3.44,4152.57,2213.03,6,0.076,871.0,0,0,0,1,0
29.1,5.76,4569.0,8868.55,66,0.029,567.0,0,1,1,2,0
37.8,5.11,8478.65,3291.96,63,0.01,636.0,0,0,1,3,0
28.8,2.57,2767.32,22221.13,70,0.113,775.0,0,1,1,2,0
45.9,1.16,2300.18,5616.93,16,0.144,641.0,3,1,1,2,1
28.2,14.58,1445.22,38259.26,10,1.5,721.0,2,1,0,3,1
50.5,4.64,7737.25,1197.82,19,0.01,744.0,0,0,0,1,0
27.8,3.4,4153.79,9148.23,54,0.04,583.0,0,0,0,1,0
35.2,0.85,4226.73,29332.56,6,0.991,700.0,1,1,0,4,0
34.5,6.62,18291.42,3636.32,57,0.01,649.0,0,1,1,2,0
57.9,4.31,3939.36,7021.41,75,0.023,504.0,2,1,0,0,1
46.0,1.3,1609.57,5637.91,17,0.195,531.0,0,0,1,0,0
39.5,0.1,2957.95,4379.15,63,0.023,572.0,0,0,0,3,1
48.0,3.67,1927.29,10098.68,49,0.105,761.0,0,0,1,4,0
18.0,0.99,2649.89,2525.31,79,0.012,765.0,0,1,0,3,0
41.5,2.54,2640.11,7332.91,24,0.111,740.0,1,1,0,2,0
66.0,5.79,2385.43,12892.42,23,0.225,703.0,0,0,1,3,0
43.6,5.66,1531.03,6676.94,7,0.545,700.0,0,0,1,2,1
42.8,0.4,7909.94,3293.86,60,0.01,683.0,1,0,1,1,0
48.6,2.04,3883.01,20479.24,73,0.071,699.0,1,0,1,1,0
52.7,10.91,2910.24,15634.44,7,0.672,707.0,1,0,0,3,0
18.0,1.49,4997.54,3174.58,44,0.014,481.0,0,0,1,1,0
21.8,2.25,4268.8,2528.3,62,0.01,555.0,2,0,1,2,0
44.5,2.61,3833.87,3440.14,66,0.013,527.0,1,1,1,6,1
33.4,0.1,4801.81,13236.66,78,0.035,783.0,1,1,1,1,0
57.7,6.37,3546.31,10383.94,62,0.046,848.0,3,0,1,3,1
38.2,0.32,4762.95,16499.32,77,0.044,390.0,1,0,0,1,0
18.8,1.54,4985.12,6041.85,83,0.014,838.0,0,1,0,2,0
26.8,1.18,3602.9,3525.36,78,0.012,660.0,2,0,0,0,1
18.0,4.2,2918.38,18526.58,40,0.155,772.0,1,0,1,1,0
39.2,2.13,7644.32,4924.1,37,0.017,711.0,2,0,1,3,0
39.7,5.99,2532.99,9584.41,39,0.095,823.0,0,1,1,3,0
36.9,7.33,4085.59,2008.35,80,0.01,675.0,1,0,1,0,0
54.9,0.77,4136.68,4852.12,27,0.042,486.0,1,1,1,4,0
56.4,1.02,2356.05,20099.63,64,0.131,637.0,0,0,1,2,1
40.0,4.56,2112.65,4252.89,54,0.037,712.0,0,0,0,4,0
18.0,7.88,2711.84,16865.97,10,0.565,624.0,1,0,1,2,0
49.4,15.24,2513.12,994.34,43,0.01,729.0,2,1,0,0,0
48.7,1.18,1477.38,4897.83,21,0.151,642.0,0,0,0,1,1
45.7,9.0,2302.33,6945.02,62,0.048,579.0,0,0,0,2,0
53.8,0.72,3813.96,38881.98,40,0.249,520.0,1,1,1,1,0
28.0,2.55,6609.54,2829.47,33,0.013,603.0,2,0,0,3,0
66.1,8.06,4468.98,14822.39,11,0.276,675.0,2,0,1,2,0
30.5,1.3,1400.0,20978.19,16,0.881,415.0,1,1,1,3,1
51.0,0.85,4687.79,4232.97,65,0.014,556.0,0,0,1,2,0
21.8,0.18,2423.62,5789.66,73,0.032,410.0,0,0,1,5,0
30.8,4.59,4226.77,9204.67,28,0.075,576.0,2,1,1,3,0
60.2,4.14,3268.95,2135.94,70,0.01,794.0,0,0,0,2,0
38.9,18.39,2963.19,5379.8,49,0.036,508.0,1,0,0,2,0
52.1,3.28,3114.33,25552.77,33,0.241,734.0,1,0,1,1,0
44.8,0.99,3254.09,12969.94,41,0.095,992.0,2,0,1,1,0
40.7,2.28,6901.01,7036.91,59,0.017,824.0,0,0,1,6,0
58.4,0.31,3259.04,8971.11,76,0.036,666.0,0,0,0,2,0
39.2,5.38,5985.2,13668.03,44,0.051,753.0,0,0,1,1,0
20.6,6.39,5524.5,16238.97,33,0.086,486.0,0,0,1,1,0
32.4,1.22,4754.63,4910.97,65,0.016,461.0,0,0,1,4,0
48.6,1.49,1400.0,32249.21,46,0.49,653.0,0,0,0,0,0
46.7,0.39,6088.44,26495.05,36,0.118,698.0,0,0,1,3,0
23.2,0.4,2561.0,14906.19,41,0.139,781.0,1,1,1,2,0
33.3,2.76,4883.66,3794.61,47,0.016,582.0,0,0,1,4,0
35.0,3.72,1929.68,3235.05,16,0.099,673.0,1,0,0,4,0
37.6,0.1,1716.79,6039.38,10,0.32,669.0,2,1,1,3,0
25.5,5.39,9769.43,8558.57,57,0.015,634.0,0,0,0,5,0
34.5,1.68,1946.25,1649.71,19,0.042,641.0,0,1,0,2,0
33.3,4.1,6187.95,12647.61,47,0.043,547.0,2,1,1,2,1
51.3,3.84,3516.18,25815.13,66,0.11,684.0,1,0,0,3,0
51.7,7.7,2614.78,13613.63,22,0.226,673.0,1,0,0,1,1
40.3,9.8,3214.23,4409.66,35,0.038,597.0,0,0,1,4,0
37.3,9.5,1610.66,3964.11,82,0.03,730.0,0,1,0,3,1
43.7,2.0,3269.64,10613.34,8,0.361,773.0,0,0,1,4,0
32.2,4.75,1816.18,7058.77,64,0.06,731.0,1,1,1,3,0
28.2,0.81,2650.51,12073.12,19,0.228,525.0,0,1,1,0,1
30.7,3.05,5480.3,13926.51,76,0.033,662.0,0,1,0,3,0
34.4,1.79,3788.8,21648.72,38,0.147,541.0,4,0,0,5,0
28.0,1.96,1457.98,2925.11,6,0.287,662.0,0,1,1,2,0
43.9,7.36,5262.27,9891.76,61,0.03,541.0,0,1,0,3,0
50.8,11.56,3281.63,5842.26,17,0.099,803.0,1,0,0,2,0
23.0,2.02,2444.99,7414.76,34,0.087,744.0,0,1,0,1,0
42.3,8.23,4967.5,17640.77,45,0.077,788.0,1,0,1,2,0
39.4,2.83,3005.01,19454.1,64,0.1,776.0,1,1,1,0,0
46.1,1.53,1735.21,28526.8,38,0.422,618.0,0,0,1,1,1
41.8,2.42,9102.42,11884.99,72,0.018,599.0,2,0,1,2,0
24.6,1.76,3263.29,7339.2,43,0.051,859.0,1,1,1,2,0
26.9,0.77,3150.25,6453.7,32,0.062,630.0,0,0,1,3,0
42.4,0.23,2636.46,1700.57,32,0.02,487.0,0,0,1,4,0
54.3,0.14,6304.26,27058.64,68,0.062,771.0,0,0,0,3,0
18.0,6.25,2468.38,6065.01,57,0.042,667.0,0,1,1,5,0
46.1,4.07,1408.47,12775.79,15,0.567,831.0,0,0,1,2,0
56.3,2.1,2268.17,14929.54,64,0.101,679.0,0,1,0,1,0
40.2,3.1,6834.41,2641.8,38,0.01,648.0,1,0,1,3,0
48.6,21.34,5206.55,3529.77,33,0.02,833.0,0,0,0,4,0
33.6,2.72,2863.33,32608.16,13,0.813,465.0,3,0,0,4,1
40.6,1.18,7011.38,10523.77,83,0.018,580.0,1,0,1,3,0
22.5,5.96,4970.96,4805.29,10,0.088,544.0,1,1,1,3,0
18.0,0.63,2845.16,7232.12,83,0.03,387.0,0,1,1,2,1
53.3,4.36,3007.15,21538.84,11,0.597,755.0,2,1,1,4,0
30.2,2.68,3948.63,18786.3,45,0.103,583.0,0,1,0,2,0
36.5,3.9,2084.87,2165.76,14,0.069,759.0,1,1,1,2,0
25.4,1.62,3302.64,35272.38,44,0.237,697.0,0,1,1,2,0
25.1,2.44,3903.71,19332.31,71,0.069,723.0,0,0,1,1,0
39.9,6.91,1400.0,7064.04,52,0.095,595.0,1,1,1,1,0
33.2,0.44,2968.68,2772.35,48,0.019,558.0,2,0,1,2,1
46.5,7.82,2788.67,20923.07,15,0.469,661.0,0,0,1,1,0
47.4,8.87,5798.98,12441.4,79,0.027,760.0,1,0,1,2,0
45.9,2.35,1400.0,2181.97,35,0.043,644.0,0,0,0,3,0
44.9,6.16,2670.9,6575.66,47,0.051,566.0,0,0,0,2,0
60.9,4.84,2527.62,135070.97,76,0.694,506.0,2,0,0,3,1
29.2,3.6,5586.11,8224.33,55,0.026,674.0,0,0,1,5,1
41.3,6.87,3216.5,4155.66,63,0.02,584.0,0,1,1,7,1
55.6,2.11,8847.16,3269.37,20,0.018,641.0,1,0,0,1,1
57.2,9.11,4742.01,39930.23,41,0.2,621.0,2,0,0,2,0
24.9,12.13,2629.05,17378.4,48,0.135,597.0,2,1,0,5,0
38.3,4.75,3758.64,28758.69,19,0.383,685.0,0,1,1,5,0
58.3,1.05,2711.51,10131.12,36,0.101,717.0,1,1,1,2,1
48.1,0.23,5285.21,25049.7,70,0.067,886.0,1,0,1,4,0
44.3,2.48,1583.34,3776.34,78,0.03,741.0,0,0,0,4,0
39.4,0.33,2094.28,9379.97,70,0.063,841.0,1,1,0,2,0
37.4,2.3,4232.84,10491.79,78,0.031,552.0,0,0,0,2,0
45.5,12.21,6465.05,28119.04,83,0.052,458.0,1,1,0,2,0
39.0,7.06,1400.0,10796.3,21,0.351,648.0,2,0,0,0,0
41.5,0.39,7016.07,4614.87,72,0.01,753.0,2,0,1,2,0
42.9,1.12,3050.09,8584.1,54,0.051,734.0,0,1,0,3,0
33.9,5.51,1400.0,1792.25,72,0.018,795.0,1,0,0,1,0
48.4,15.24,1400.0,1003.38,55,0.013,346.0,0,0,0,2,0
77.0,6.52,1420.6,17123.5,15,0.753,800.0,1,1,0,0,0
20.7,0.75,3258.96,5783.3,49,0.035,690.0,0,0,1,1,0
45.9,2.48,3177.2,6404.3,65,0.031,465.0,0,0,0,1,0
32.9,7.8,4666.95,17117.42,15,0.229,737.0,1,0,0,1,0
48.9,4.17,2435.19,28490.03,45,0.254,670.0,0,0,0,4,0
42.6,2.27,1791.09,13108.8,57,0.126,696.0,0,1,0,0,0
51.1,29.93,2624.91,45948.0,42,0.407,770.0,0,0,0,3,0
56.1,6.24,3355.93,12738.96,68,0.055,702.0,1,0,1,2,0
44.3,3.21,3740.31,10635.92,15,0.178,473.0,0,0,0,0,0
55.6,5.65,2134.44,10060.28,32,0.143,633.0,1,1,0,1,0
18.0,1.31,5408.87,2547.97,80,0.01,456.0,0,0,0,2,0
61.1,9.15,2340.76,19156.53,46,0.174,728.0,2,1,1,1,0
46.5,3.65,2041.94,897.02,20,0.021,818.0,1,0,0,2,0
54.9,5.85,2444.72,4780.84,15,0.122,501.0,1,0,0,3,1
27.4,26.12,5950.09,8272.05,52,0.026,569.0,1,1,1,1,0
32.0,3.46,3062.42,3980.7,78,0.016,544.0,3,0,0,5,0
43.8,3.21,2248.5,5396.03,9,0.24,596.0,0,1,0,0,0
41.8,3.82,5482.73,42422.66,14,0.516,699.0,0,1,0,3,0
45.4,2.12,10705.49,21886.42,35,0.057,597.0,1,1,1,4,1
55.0,4.27,3697.18,4371.03,22,0.051,728.0,1,0,1,3,0
20.8,0.37,6493.87,5310.23,15,0.051,778.0,1,1,0,3,1
53.7,9.69,5824.58,2567.52,29,0.015,782.0,1,0,0,2,0
42.1,22.35,2361.14,15282.97,56,0.114,516.0,0,1,1,0,0
39.6,3.39,3343.08,6471.94,70,0.027,816.0,1,0,0,1,0
24.3,0.1,1627.17,1380.47,29,0.028,826.0,1,0,1,1,0
48.0,1.71,2943.29,8872.44,60,0.049,836.0,1,0,1,3,0
18.0,0.1,2334.6,12029.06,70,0.073,631.0,0,0,0,2,0
49.8,0.83,2639.68,19280.06,6,1.043,560.0,0,1,1,1,0
24.1,11.8,2181.04,7585.4,72,0.048,532.0,0,0,1,2,0
42.6,2.52,2813.25,5794.1,20,0.098,518.0,2,0,0,2,1
40.6,3.35,4414.84,48418.55,59,0.183,651.0,0,1,1,3,0
56.0,4.07,3084.92,8151.26,64,0.041,752.0,1,0,1,1,0
39.9,1.18,1400.0,15484.67,71,0.154,807.0,0,1,1,2,0
33.7,9.53,2185.57,4986.12,37,0.06,592.0,0,0,0,1,0
35.9,4.95,1428.43,15076.89,57,0.182,645.0,2,0,0,6,1
57.3,5.19,3767.75,2186.23,8,0.064,637.0,4,0,1,1,0
48.4,3.73,4345.19,5346.19,40,0.03,574.0,1,0,1,2,0
37.4,6.12,3793.72,2731.36,81,0.01,738.0,0,0,1,1,0
39.2,2.68,2136.51,4700.97,18,0.116,694.0,1,1,0,4,0
23.2,7.5,3773.54,24969.82,17,0.368,667.0,0,0,0,2,0
46.7,4.13,2543.86,4669.96,60,0.03,693.0,0,1,1,1,0
20.9,0.24,1761.6,15466.48,45,0.191,724.0,0,0,0,2,0
51.0,0.47,4954.55,31746.53,41,0.153,723.0,0,1,0,2,0
43.5,2.37,5166.32,7904.44,25,0.059,549.0,0,0,1,1,0
70.6,0.17,5551.88,19818.88,19,0.178,758.0,0,0,1,1,0
28.8,0.4,2357.62,13068.73,63,0.087,681.0,0,0,0,2,0
40.8,2.31,6302.17,8998.32,33,0.042,598.0,1,0,0,4,0
63.6,1.73,2511.23,15919.24,66,0.095,678.0,0,0,1,2,0
56.3,5.13,4719.35,42444.15,40,0.219,691.0,0,0,1,1,0
33.6,1.47,2487.41,4566.3,36,0.05,780.0,0,0,0,2,0
44.7,1.55,2912.62,3417.69,23,0.049,524.0,0,1,0,2,0
42.0,2.29,1400.0,3241.78,57,0.04,809.0,1,0,1,2,0
45.4,0.19,2790.42,19830.67,28,0.245,653.0,0,0,1,3,0
33.6,5.1,3463.72,22391.37,76,0.084,589.0,1,0,1,2,0
40.9,6.6,2629.3,4997.37,37,0.05,586.0,0,0,0,2,0
22.8,17.63,8655.09,1185.11,69,0.01,530.0,0,0,0,3,0
43.6,7.54,1738.27,4414.8,42,0.059,441.0,1,1,1,3,1
47.4,1.88,2416.39,13267.45,38,0.141,731.0,0,1,0,1,0
39.3,7.39,2002.84,7630.81,41,0.091,888.0,3,1,1,2,0
22.6,25.18,2416.13,9531.08,40,0.096,456.0,1,0,0,2,0
53.9,1.22,5809.66,5059.33,43,0.02,536.0,1,0,1,1,0
46.4,15.81,7427.3,20184.7,75,0.036,740.0,0,1,1,1,0
33.3,2.17,2240.75,11035.5,60,0.081,645.0,0,0,1,1,0
38.6,0.3,2213.53,13736.57,8,0.69,750.0,1,0,1,2,1
24.0,0.34,1743.38,9350.26,10,0.488,638.0,0,0,0,1,1
29.7,1.04,6757.83,12989.95,7,0.24,580.0,0,1,1,2,1
35.5,5.54,6103.1,12243.06,59,0.033,623.0,0,0,1,2,0
56.7,6.23,3107.92,3514.78,22,0.049,364.0,1,1,0,2,0
34.3,5.83,1528.66,11336.2,36,0.2,513.0,0,0,1,3,0
49.7,2.51,1605.73,16520.5,70,0.145,764.0,1,1,1,1,0
35.5,4.09,3618.61,22916.84,16,0.373,793.0,2,0,1,1,1
45.0,6.1,4456.58,11783.98,17,0.147,819.0,0,1,0,2,0
40.3,3.81,1400.0,3399.13,12,0.187,703.0,0,0,0,0,0
52.5,2.99,2760.81,3904.22,28,0.049,379.0,2,1,0,2,1
35.6,1.37,8022.96,5477.3,12,0.053,574.0,3,0,0,1,1
23.1,2.41,2923.01,9609.6,55,0.059,809.0,0,1,1,1,0
25.4,7.29,7474.86,7258.93,63,0.015,845.0,2,1,1,5,0
35.6,3.93,4707.8,2947.29,20,0.03,814.0,1,0,0,2,0
27.0,1.1,1814.65,2931.45,46,0.034,622.0,1,0,1,1,1
46.9,1.33,2804.64,1225.78,29,0.015,493.0,0,0,0,1,0
36.4,7.81,3069.34,500.0,12,0.013,645.0,0,1,1,0,0
70.5,11.82,1951.04,7196.83,42,0.086,652.0,0,1,1,2,0
21.1,1.79,1932.51,65395.41,60,0.555,838.0,0,0,0,3,0
44.4,2.51,7545.62,40827.11,23,0.225,677.0,2,0,1,2,0
28.5,0.1,1924.56,3359.65,67,0.026,652.0,0,0,0,4,0
36.1,0.57,5961.87,9273.47,83,0.019,659.0,0,0,0,6,1
43.7,6.0,2591.35,2168.69,10,0.076,698.0,0,0,0,3,0
18.0,20.04,3248.34,2487.67,18,0.04,725.0,0,1,0,2,0
44.8,4.62,4487.34,2758.04,28,0.021,563.0,1,0,1,4,0
64.8,4.01,2370.35,6614.71,72,0.038,523.0,0,1,1,2,0
36.6,7.49,4502.32,6875.96,17,0.085,814.0,1,1,0,3,0
45.1,1.71,1400.0,10172.38,42,0.169,453.0,0,0,1,3,1
54.3,3.96,4195.8,14719.0,47,0.073,847.0,0,0,1,3,0
40.0,2.46,1400.0,5983.78,16,0.251,421.0,0,0,1,0,0
35.0,2.4,2908.04,8371.44,9,0.288,580.0,0,0,0,3,1
18.0,1.03,5270.25,3027.73,15,0.036,767.0,1,1,0,1,0
49.7,2.93,4639.04,2416.2,10,0.047,650.0,0,0,1,1,0
40.6,3.6,1613.04,2102.59,45,0.028,492.0,0,0,1,0,0
29.8,9.6,1731.4,14535.12,79,0.105,701.0,0,1,1,2,0
43.5,15.22,2255.73,5978.25,33,0.078,658.0,1,0,1,3,0
35.0,0.47,3649.77,1504.16,26,0.015,624.0,1,0,1,5,0
35.7,0.6,1400.0,7655.81,24,0.219,575.0,0,1,0,0,0
49.3,8.86,3270.59,2633.48,82,0.01,646.0,0,0,0,2,0
25.9,4.13,3909.97,36110.57,80,0.114,580.0,1,0,0,2,0
54.6,7.06,2819.54,4812.93,56,0.03,942.0,1,0,0,2,0
25.2,0.5,4398.09,14963.29,42,0.079,621.0,1,0,0,3,0
34.0,0.85,3725.84,21591.75,18,0.305,605.0,1,0,0,2,0
65.1,4.1,2445.71,3430.85,78,0.018,585.0,0,1,0,2,1
55.5,2.85,1400.0,8677.1,6,0.885,863.0,1,0,0,4,0
43.2,3.04,3545.3,13334.65,18,0.198,453.0,0,0,0,1,0
30.7,11.32,1950.44,8991.11,58,0.078,693.0,0,0,1,6,0
35.6,6.84,2396.85,11214.81,20,0.223,621.0,0,0,1,4,1
42.9,2.42,4287.75,2448.75,14,0.038,479.0,0,1,0,2,0
42.5,11.29,7183.44,13341.47,52,0.035,552.0,0,1,0,2,0
40.9,2.96,3226.22,5231.49,8,0.18,688.0,0,1,0,1,0
41.6,6.87,4468.18,11097.84,27,0.089,546.0,0,0,1,6,0
39.4,6.66,1488.52,18545.64,56,0.219,681.0,2,0,0,4,0
24.7,2.22,3770.78,14793.27,20,0.187,857.0,0,1,0,2,0
35.8,5.39,3187.69,11090.54,65,0.053,670.0,1,1,0,0,0
53.0,12.42,6477.4,14442.28,13,0.159,476.0,1,1,1,3,0
25.6,11.18,2447.32,15056.57,53,0.114,548.0,0,0,1,2,0
39.7,4.57,2884.48,31130.74,11,0.899,616.0,1,0,1,2,0
32.2,1.34,5897.88,7858.53,63,0.021,608.0,1,0,0,6,0
43.3,1.57,3131.86,9391.51,64,0.046,668.0,0,0,1,2,0
37.3,7.73,1790.3,18748.33,67,0.154,687.0,0,0,0,0,1
59.7,3.75,13405.2,5211.65,28,0.013,858.0,1,0,1,2,0
48.1,3.81,1820.33,2436.36,24,0.054,650.0,1,0,0,2,0
26.3,0.28,3179.3,12630.97,82,0.048,512.0,1,0,1,3,0
50.1,1.48,3986.54,6731.67,62,0.027,788.0,0,0,0,3,0
32.7,5.58,3816.88,2733.19,20,0.034,802.0,1,0,0,1,0
35.1,1.44,2967.99,12714.37,8,0.476,678.0,0,0,0,0,0
45.8,0.82,2976.14,29378.54,33,0.29,620.0,0,0,0,2,0
36.1,1.99,2895.14,1869.14,57,0.011,725.0,3,1,1,2,0
52.7,5.85,1783.33,20334.87,35,0.317,625.0,0,0,1,4,0
32.7,5.99,10749.57,826.04,69,0.01,403.0,1,1,1,2,0
34.6,3.98,2919.03,5651.87,45,0.042,718.0,0,0,0,3,0
34.1,3.19,4574.77,42466.22,83,0.111,757.0,0,1,0,0,0
35.2,10.28,2740.62,6030.04,73,0.03,823.0,1,0,1,0,0
55.2,9.31,2710.48,8786.26,42,0.075,562.0,0,1,0,3,0
49.5,2.68,2564.47,16100.08,71,0.087,677.0,0,1,1,2,0
62.5,10.8,1404.71,1728.78,40,0.03,680.0,1,0,1,4,1
69.2,11.95,3015.91,8646.29,6,0.41,660.0,0,1,1,4,0
29.6,5.4,2633.7,8585.17,30,0.105,664.0,0,1,0,3,0
42.8,2.64,6275.06,43307.84,37,0.182,654.0,2,1,1,2,0
27.9,3.82,1705.84,2664.66,82,0.019,675.0,2,0,0,3,0
32.7,1.53,2398.43,5748.04,70,0.034,739.0,0,0,0,1,0
34.4,9.01,2009.94,3513.89,17,0.097,796.0,0,1,0,2,0
29.3,3.18,7283.68,3194.0,6,0.063,559.0,1,1,1,3,0
29.4,7.39,2042.29,22351.81,47,0.228,629.0,0,1,0,6,0
40.3,7.34,4488.46,8299.8,47,0.039,599.0,0,0,0,2,0
27.4,0.3,5617.2,4914.72,63,0.014,582.0,1,1,1,1,1
52.1,9.97,3040.06,5084.43,26,0.062,456.0,0,1,1,1,0
31.0,0.97,1544.96,4880.95,69,0.045,653.0,0,1,1,1,0
75.7,1.61,1555.75,5290.02,38,0.087,708.0,1,1,1,1,0
36.6,4.07,5286.28,2596.71,32,0.015,631.0,1,0,1,0,0
42.9,4.27,1646.94,6419.81,38,0.1,649.0,1,1,0,1,0
26.5,2.4,4087.2,5864.74,79,0.018,700.0,1,1,1,3,0
62.5,2.37,3508.32,4096.89,36,0.032,819.0,0,0,0,1,0
55.4,6.91,4053.85,9316.49,49,0.046,600.0,1,0,1,5,0
45.6,3.72,4270.01,10055.76,75,0.031,509.0,1,1,0,3,0
25.8,6.05,1971.36,4909.94,7,0.311,639.0,1,0,0,1,1
44.5,10.46,1926.5,7117.27,47,0.077,876.0,0,0,1,1,0
28.5,3.04,4881.51,56543.26,61,0.187,511.0,1,1,1,3,1
59.5,3.25,2330.55,54632.81,76,0.304,728.0,0,1,1,2,0
51.7,2.41,1400.0,3137.93,10,0.204,789.0,1,1,1,1,0
43.1,1.74,4707.04,3558.15,62,0.012,366.0,0,0,0,1,0
18.0,9.29,1863.21,3122.96,68,0.024,699.0,0,0,0,1,0
30.2,0.69,4259.58,20980.5,33,0.145,722.0,0,0,0,2,0
50.3,6.3,7087.25,5660.82,64,0.012,618.0,1,0,0,1,0
56.6,2.67,3324.98,10053.81,44,0.067,572.0,0,1,1,4,0
55.3,2.98,5696.86,48887.19,57,0.148,579.0,0,0,1,3,1
22.9,13.54,3585.27,8027.12,36,0.061,611.0,0,0,1,5,0
45.6,2.22,7887.91,15300.24,19,0.097,614.0,0,1,0,1,0
54.2,2.56,1836.91,12943.88,70,0.099,591.0,0,0,1,3,0
22.1,1.35,3279.62,4772.4,22,0.063,609.0,2,0,1,2,0
41.9,2.84,4770.65,21020.33,20,0.21,793.0,0,0,0,1,0
45.3,1.14,2966.9,3771.66,75,0.017,504.0,0,0,1,1,0
38.4,4.23,6208.78,27062.16,79,0.054,440.0,0,0,1,1,0
19.8,2.12,2597.69,4775.69,53,0.034,795.0,0,1,1,3,1
38.1,2.97,10282.04,5270.23,51,0.01,627.0,2,1,1,1,0
38.1,12.39,10585.16,3042.28,34,0.01,603.0,0,1,1,2,0
40.2,21.92,3847.35,3526.87,53,0.017,637.0,2,1,1,3,0
35.2,0.98,4464.58,5518.78,53,0.023,675.0,1,0,1,2,0
36.7,10.28,6344.98,908.49,46,0.01,587.0,1,1,0,4,0
41.5,0.18,1714.78,6568.24,57,0.066,711.0,1,0,1,3,0
47.3,3.99,1601.03,5129.81,49,0.064,535.0,0,0,0,1,0
38.3,15.42,6575.0,16498.26,74,0.033,614.0,1,0,0,5,1
37.1,4.27,3830.28,11857.11,58,0.052,384.0,1,0,0,1,0
43.1,12.91,2908.59,4286.07,36,0.04,791.0,1,0,0,4,1
18.9,6.47,3314.68,5363.14,57,0.028,629.0,1,0,1,0,0
47.7,3.17,1400.0,6560.64,23,0.195,730.0,0,0,1,3,0
42.0,4.47,2966.66,30864.47,22,0.452,707.0,0,0,1,4,0
42.5,4.32,2177.26,3865.81,70,0.025,716.0,2,0,1,2,1
53.5,6.7,5458.56,4239.56,51,0.015,649.0,1,0,0,2,0
18.6,2.76,5694.56,2934.45,10,0.047,697.0,0,0,0,1,0
18.3,3.03,4524.1,2134.88,33,0.014,535.0,0,0,1,2,0
45.3,20.31,4094.92,10681.87,82,0.031,509.0,3,0,1,2,0
41.9,1.55,1445.86,9726.54,55,0.12,638.0,0,0,0,1,0
44.0,1.8,4558.98,25706.15,73,0.076,568.0,1,1,1,4,0
36.5,2.76,4657.2,20687.15,48,0.091,821.0,2,1,1,5,0
50.0,3.09,6534.53,70080.86,9,1.072,695.0,0,0,0,5,0
53.2,1.24,10561.97,7581.87,20,0.034,564.0,2,0,0,4,0
47.8,1.48,1400.0,6409.42,13,0.327,617.0,1,1,1,2,0
38.9,0.3,2660.68,2514.42,63,0.015,666.0,3,0,1,2,0
18.0,1.35,2190.21,15167.65,65,0.105,642.0,0,0,0,2,0
51.2,5.45,3622.35,9015.32,41,0.059,683.0,0,0,1,0,0
56.7,2.92,3318.84,14561.55,62,0.07,658.0,0,1,0,3,0
49.7,0.85,2896.49,2906.74,49,0.02,483.0,2,0,0,0,0
31.4,0.1,5797.5,11119.37,63,0.03,392.0,1,1,0,1,1
50.1,1.86,1797.63,9746.66,58,0.092,605.0,1,1,0,4,0
52.3,0.66,1858.24,9183.2,41,0.118,717.0,1,0,0,1,0
